,age,weight(kg),height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,B1I_tags,Label,height(new)
11567,23,62,1.633,0,23,1422.1,1.3,1849,8,16,163
11569,23,62,1.631,1,23,1577.4,1.5,2366,8,19,163
11574,23,61,1.632,0,23,1410.0,1.7,2397,8,19,163
11580,22,64,1.632,0,24,1438.8,1.5,2158,8,18,163
11582,23,63,1.631,1,24,1591.7,1.5,2388,8,19,163
11588,25,61,1.632,1,23,1540.7,1.7,2619,8,20,163
11592,22,62,1.631,0,23,1420.7,1.7,2415,8,19,163
11599,23,64,1.633,1,24,1596.4,1.5,2395,8,19,163
11602,24,61,1.632,0,23,1400.8,1.3,1821,8,16,163
11605,22,63,1.631,0,24,1435.3,1.7,2440,8,19,163
11608,23,62,1.633,0,23,1423.3,1.7,2420,8,19,163
11612,23,62,1.632,0,23,1418.3,1.3,1844,8,16,163
11613,25,61,1.633,1,23,1554.8,1.7,2643,8,20,163
11625,24,61,1.631,1,23,1549.1,1.9,2943,8,22,163
11626,25,62,1.632,0,23,1406.9,1.3,1829,8,16,163
11631,24,61,1.631,1,23,1558.4,1.7,2649,8,20,163
11632,22,62,1.631,1,23,1576.4,1.3,2049,8,17,163
11637,22,61,1.633,1,23,1575.1,1.5,2363,8,19,163
11641,25,61,1.632,1,23,1541.3,1.9,2928,8,22,163
11643,23,64,1.632,1,24,1596.5,1.5,2395,8,19,163
11651,22,63,1.632,1,24,1599.9,1.5,2400,8,19,163
11652,23,61,1.632,0,23,1408.2,1.7,2394,8,19,163
11654,23,63,1.632,0,24,1426.6,1.7,2425,8,19,163
11655,25,63,1.632,0,24,1417.7,1.3,1843,8,16,163
11661,23,62,1.632,0,23,1414.7,1.3,1839,8,16,163
11664,24,61,1.631,0,23,1402.7,1.7,2385,8,19,163
11665,22,63,1.632,0,24,1433.4,1.7,2437,8,19,163
11671,22,62,1.633,0,23,1428.6,1.7,2429,8,19,163
11683,23,63,1.631,1,24,1582.8,1.5,2374,8,19,163
11685,24,64,1.632,1,24,1591.5,1.5,2387,8,19,163
11687,24,62,1.632,1,23,1572.5,1.3,2044,8,17,163
11689,23,62,1.632,1,23,1581.1,1.5,2372,8,19,163
11690,23,62,1.632,1,23,1578.7,1.5,2368,8,19,163
11691,23,61,1.633,1,23,1555.3,1.3,2022,8,17,163
11694,23,64,1.632,0,24,1435.7,1.5,2154,8,18,163
11696,23,62,1.632,0,23,1422.5,1.7,2418,8,19,163
11700,25,62,1.633,0,23,1406.1,1.3,1828,8,16,163
11701,25,61,1.632,1,23,1551.8,1.7,2638,8,20,163
11705,22,61,1.632,1,23,1567.3,1.5,2351,8,19,163
11709,24,62,1.632,0,23,1416.9,1.3,1842,8,16,163
11711,25,62,1.631,0,23,1410.7,1.3,1834,8,16,163
11714,23,62,1.631,1,23,1574.0,1.3,2046,8,17,163
11721,23,61,1.631,1,23,1558.5,1.7,2650,8,20,163
11723,22,62,1.632,1,23,1581.1,1.5,2372,8,19,163
11725,24,60,1.631,0,23,1400.1,1.3,1820,8,16,163
11726,25,61,1.631,0,23,1396.0,1.7,2373,8,19,163
11727,23,63,1.632,0,24,1426.6,1.7,2425,8,19,163
11728,24,62,1.632,1,23,1567.2,1.5,2351,8,19,163
11744,25,62,1.631,1,23,1558.2,1.7,2649,8,20,163
11748,23,64,1.631,0,24,1434.7,1.7,2439,8,19,163
11750,24,62,1.632,0,23,1413.8,1.7,2403,8,19,163
11751,24,61,1.632,1,23,1550.4,1.9,2946,8,22,163
11754,25,63,1.633,1,23,1570.2,1.5,2355,8,19,163
11757,23,60,1.632,0,23,1404.3,1.3,1826,8,16,163
11758,23,63,1.633,0,24,1434.0,1.7,2438,8,19,163
11759,24,61,1.632,0,23,1401.9,1.3,1822,8,16,163
11764,24,62,1.631,0,23,1414.2,1.7,2404,8,19,163
11766,24,62,1.631,1,23,1574.2,1.5,2361,8,19,163
11771,25,63,1.631,0,24,1422.1,1.3,1849,8,16,163
11772,24,61,1.632,0,23,1403.0,1.7,2385,8,19,163
11775,23,62,1.632,1,23,1571.9,1.3,2043,8,17,163
11776,23,61,1.632,0,23,1410.3,1.7,2398,8,19,163
11777,24,61,1.633,1,23,1555.9,1.3,2023,8,17,163
11783,23,61,1.631,1,23,1567.4,1.5,2351,8,19,163
11793,25,60,1.631,0,23,1394.7,1.3,1813,8,16,163
11794,22,62,1.631,1,23,1581.3,1.5,2372,8,19,163
11799,24,61,1.633,0,23,1405.1,1.7,2389,8,19,163
11801,22,61,1.631,0,23,1414.8,1.7,2405,8,19,163
11804,23,61,1.631,0,23,1410.5,1.3,1834,8,16,163
11805,22,64,1.632,0,24,1438.8,1.5,2158,8,18,163
11806,24,61,1.631,0,23,1403.1,1.3,1824,8,16,163
11810,25,61,1.631,1,23,1548.8,1.7,2633,8,20,163
11812,23,63,1.632,0,24,1431.4,1.7,2433,8,19,163
11813,25,61,1.631,0,23,1402.7,1.3,1823,8,16,163
11817,24,63,1.631,0,24,1421.9,1.7,2417,8,19,163
11819,23,63,1.632,1,24,1585.8,1.5,2379,8,19,163
11824,22,63,1.631,0,24,1436.5,1.5,2155,8,18,163
11825,24,62,1.633,0,23,1417.3,1.7,2409,8,19,163
11828,23,61,1.631,0,23,1407.1,1.7,2392,8,19,163
11832,22,61,1.633,0,23,1413.0,1.7,2402,8,19,163
11839,22,63,1.633,0,24,1434.3,1.5,2151,8,18,163
11841,23,61,1.631,0,23,1408.8,1.3,1831,8,16,163
11843,25,62,1.631,0,23,1411.9,1.7,2400,8,19,163
11844,23,61,1.631,0,23,1412.5,1.3,1836,8,16,163
11845,25,62,1.632,1,23,1566.7,1.5,2350,8,19,163
11846,22,61,1.632,0,23,1416.3,1.7,2408,8,19,163
11851,24,62,1.632,0,23,1416.5,1.3,1841,8,16,163
11853,23,61,1.633,1,23,1567.5,1.3,2038,8,17,163
11854,24,62,1.632,1,23,1563.7,1.3,2033,8,17,163
11856,24,63,1.632,1,24,1578.3,1.5,2367,8,19,163
11858,23,61,1.631,0,23,1413.4,1.3,1837,8,16,163
11869,25,64,1.632,0,24,1425.3,1.7,2423,8,19,163
11870,22,61,1.633,1,23,1573.0,1.5,2360,8,19,163
11871,22,61,1.632,1,23,1572.6,1.5,2359,8,19,163
11872,22,61,1.631,0,23,1410.2,1.3,1833,8,16,163
11873,23,62,1.631,1,23,1575.4,1.3,2048,8,17,163
11874,22,61,1.633,1,23,1574.7,1.5,2362,8,19,163
11879,24,63,1.631,1,24,1586.8,1.5,2380,8,19,163
11881,23,62,1.633,0,23,1421.9,1.3,1848,8,16,163
11883,23,64,1.633,0,24,1435.1,1.5,2153,8,18,163
11886,23,62,1.631,1,23,1571.8,1.5,2358,8,19,163
11890,23,61,1.633,0,23,1406.2,1.7,2391,8,19,163
11892,23,61,1.632,1,23,1567.8,1.3,2038,8,17,163
11893,24,62,1.631,0,23,1416.3,1.3,1841,8,16,163
11894,24,61,1.633,0,23,1407.7,1.7,2393,8,19,163
11902,22,63,1.632,1,24,1595.8,1.5,2394,8,19,163
11911,22,61,1.631,1,23,1572.3,1.3,2044,8,17,163
11917,25,64,1.632,0,24,1424.6,1.7,2422,8,19,163
11919,22,60,1.631,0,23,1409.5,1.7,2396,8,19,163
11921,24,61,1.632,1,23,1555.8,1.3,2023,8,17,163
11922,23,63,1.632,1,24,1594.6,1.5,2392,8,19,163
11923,22,61,1.631,0,23,1412.6,1.3,1836,8,16,163
11928,23,63,1.631,0,24,1424.2,1.7,2421,8,19,163
11934,25,61,1.631,1,23,1544.5,1.9,2935,8,22,163
11935,23,62,1.633,0,23,1422.1,1.7,2418,8,19,163
11936,23,64,1.633,1,24,1597.0,1.5,2396,8,19,163
11937,23,62,1.632,1,23,1578.4,1.5,2368,8,19,163
11938,23,61,1.632,1,23,1563.7,1.3,2033,8,17,163
11941,23,61,1.631,1,23,1565.7,1.3,2035,8,17,163
11942,22,63,1.631,1,24,1595.2,1.5,2393,8,19,163
11943,24,62,1.631,0,23,1410.2,1.3,1833,8,16,163
11944,23,61,1.633,0,23,1406.5,1.7,2391,8,19,163
11947,25,61,1.632,1,23,1550.9,1.3,2016,8,17,163
11950,24,61,1.632,0,23,1406.8,1.7,2392,8,19,163
11951,23,64,1.631,0,24,1436.4,1.5,2155,8,18,163
11952,25,61,1.632,1,23,1545.6,1.7,2628,8,20,163
11953,22,62,1.633,0,23,1423.5,1.7,2420,8,19,163
11957,24,63,1.631,0,24,1422.8,1.7,2419,8,19,163
11959,24,61,1.632,1,23,1552.1,1.9,2949,8,22,163
11962,24,62,1.631,0,23,1415.8,1.7,2407,8,19,163
11965,23,63,1.631,1,24,1584.9,1.5,2377,8,19,163
11971,23,63,1.631,0,24,1426.9,1.7,2426,8,19,163
11972,24,63,1.631,0,24,1426.9,1.7,2426,8,19,163
11973,23,60,1.632,1,23,1553.7,1.7,2641,8,20,163
11976,23,62,1.631,1,23,1574.2,1.3,2047,8,17,163
11979,23,62,1.632,0,23,1422.6,1.3,1849,8,16,163
11986,23,62,1.632,1,23,1574.9,1.3,2047,8,17,163
11988,24,60,1.632,0,23,1399.7,1.3,1820,8,16,163
11995,23,61,1.631,0,23,1413.6,1.7,2403,8,19,163
12000,28,68,1.631,1,26,1620.6,1.5,2431,9,29,163
12005,27,67,1.632,1,25,1617.8,1.5,2427,9,29,163
12006,27,67,1.632,1,25,1620.8,1.3,2107,9,27,163
12007,26,67,1.631,1,25,1624.1,1.3,2111,9,27,163
12008,27,67,1.631,1,25,1621.5,1.7,2756,9,31,163
12009,26,68,1.632,1,26,1638.0,1.3,2129,9,27,163
12011,27,67,1.631,0,25,1451.5,1.7,2468,9,30,163
12012,27,67,1.631,1,25,1619.9,1.3,2106,9,27,163
12013,28,68,1.632,1,26,1625.9,1.2,1951,9,26,163
12018,26,67,1.632,1,25,1624.4,1.7,2761,9,31,163
12021,26,67,1.633,1,25,1623.2,1.5,2435,9,29,163
12022,29,67,1.632,1,25,1608.7,1.5,2413,9,29,163
12023,27,68,1.631,1,26,1629.8,1.7,2771,9,31,163
12029,29,66,1.631,1,25,1590.1,1.5,2385,8,19,163
12030,26,67,1.631,0,25,1455.8,1.5,2184,9,28,163
12031,28,68,1.631,1,25,1620.7,1.5,2431,9,29,163
12032,27,67,1.631,0,25,1446.1,1.7,2458,9,30,163
12034,29,67,1.631,1,25,1605.7,1.5,2409,9,29,163
12035,29,68,1.632,0,25,1447.7,1.5,2172,9,28,163
12036,26,67,1.632,0,25,1449.9,1.9,2755,9,31,163
12040,28,68,1.632,0,25,1452.4,1.5,2179,9,28,163
12042,27,68,1.632,0,26,1457.6,1.7,2478,9,30,163
12044,29,68,1.633,1,25,1612.3,1.5,2418,9,29,163
12046,27,67,1.631,1,25,1612.3,1.3,2096,9,27,163
12047,27,67,1.631,0,25,1445.5,1.5,2168,9,28,163
12048,27,66,1.631,0,25,1437.2,1.5,2156,8,18,163
12050,28,68,1.633,1,25,1623.0,1.7,2759,9,31,163
12053,26,68,1.631,0,25,1459.9,1.7,2482,9,30,163
12055,27,66,1.633,0,25,1440.0,1.5,2160,8,18,163
12058,26,67,1.632,0,25,1451.3,1.9,2757,9,31,163
12061,28,67,1.633,0,25,1447.0,1.5,2171,9,28,163
12063,29,68,1.633,1,26,1618.7,1.5,2428,9,29,163
12064,28,67,1.633,1,25,1614.7,1.3,2099,9,27,163
12065,27,68,1.633,0,25,1455.6,1.9,2766,9,31,163
12068,28,68,1.633,0,25,1450.3,1.7,2465,9,30,163
12072,28,68,1.631,1,26,1624.2,1.3,2111,9,27,163
12074,27,67,1.633,0,25,1452.5,1.5,2179,9,28,163
12075,27,68,1.631,1,26,1631.5,1.3,2121,9,27,163
12076,29,68,1.632,0,26,1449.5,1.5,2174,9,28,163
12078,28,66,1.633,0,25,1434.3,1.7,2438,8,19,163
12080,28,68,1.632,1,25,1618.0,1.5,2427,9,29,163
12085,28,66,1.631,0,25,1436.2,1.5,2154,8,18,163
12089,27,67,1.631,0,25,1448.3,1.5,2172,9,28,163
12090,26,68,1.633,0,26,1464.3,1.5,2196,9,28,163
12091,27,68,1.633,1,25,1626.8,1.7,2766,9,31,163
12092,26,68,1.633,1,26,1640.0,1.2,1968,9,26,163
12096,27,67,1.631,0,25,1450.3,1.9,2756,9,31,163
12097,27,68,1.633,0,25,1455.5,1.5,2183,9,28,163
12099,28,68,1.633,0,25,1449.4,1.7,2464,9,30,163
12102,26,67,1.631,0,25,1456.9,1.9,2768,9,31,163
12103,27,67,1.631,0,25,1450.5,1.5,2176,9,28,163
12104,26,68,1.632,0,25,1461.6,1.5,2192,9,28,163
12108,27,67,1.632,0,25,1451.2,1.5,2177,9,28,163
12110,27,68,1.631,1,25,1626.8,1.5,2440,9,29,163
12115,26,68,1.631,0,26,1462.1,1.2,1754,9,25,163
12116,29,68,1.632,1,26,1618.2,1.7,2751,9,31,163
12118,28,68,1.633,1,26,1625.4,1.2,1951,9,26,163
12119,27,68,1.633,0,26,1458.8,1.7,2480,9,30,163
12135,26,66,1.631,0,25,1447.6,1.5,2171,8,18,163
12136,28,68,1.632,1,25,1618.3,1.5,2427,9,29,163
12137,26,67,1.632,1,25,1627.0,1.2,1952,9,26,163
12138,27,67,1.633,0,25,1450.4,1.9,2756,9,31,163
12140,27,68,1.633,1,25,1624.0,1.7,2761,9,31,163
12144,28,67,1.632,0,25,1445.5,1.5,2168,9,28,163
12145,26,68,1.632,0,25,1458.6,1.9,2771,9,31,163
12146,26,67,1.631,1,25,1620.1,1.3,2106,9,27,163
12147,27,68,1.631,0,26,1459.7,1.9,2773,9,31,163
12149,28,68,1.633,1,26,1623.7,1.7,2760,9,31,163
12150,26,67,1.631,1,25,1620.7,1.3,2107,9,27,163
12152,27,68,1.632,0,25,1456.2,1.5,2184,9,28,163
12158,27,67,1.632,1,25,1613.7,1.5,2421,9,29,163
12159,28,67,1.631,0,25,1442.5,1.5,2164,9,28,163
12164,28,66,1.632,0,25,1437.2,1.7,2443,8,19,163
12165,28,67,1.632,0,25,1447.9,1.5,2172,9,28,163
12166,28,68,1.631,0,25,1452.0,1.7,2468,9,30,163
12168,29,68,1.632,1,25,1611.8,1.5,2418,9,29,163
12169,28,67,1.632,0,25,1448.8,1.9,2753,9,31,163
12170,26,68,1.631,1,25,1629.7,1.7,2770,9,31,163
12173,28,67,1.632,1,25,1605.2,1.5,2408,9,29,163
12176,28,66,1.631,0,25,1433.9,1.5,2151,8,18,163
12179,29,66,1.632,0,25,1433.3,1.7,2437,8,19,163
12181,28,67,1.633,1,25,1612.3,1.5,2418,9,29,163
12182,28,68,1.633,1,25,1621.7,1.3,2108,9,27,163
12184,29,67,1.632,1,25,1599.2,1.5,2399,9,29,163
12188,26,66,1.633,0,25,1448.2,1.9,2752,8,21,163
12193,28,68,1.632,0,25,1452.2,1.9,2759,9,31,163
12195,27,68,1.632,1,26,1630.2,1.5,2445,9,29,163
12196,28,66,1.633,0,25,1436.8,1.5,2155,8,18,163
12198,28,66,1.631,1,25,1599.7,1.5,2400,8,19,163
12200,26,67,1.631,1,25,1627.2,1.3,2115,9,27,163
12202,27,67,1.631,1,25,1620.7,1.3,2107,9,27,163
12203,27,67,1.632,1,25,1620.4,1.3,2107,9,27,163
12204,28,66,1.631,1,25,1594.4,1.5,2392,8,19,163
12206,28,68,1.632,1,26,1622.4,1.5,2434,9,29,163
12207,28,67,1.631,1,25,1608.7,1.5,2413,9,29,163
12210,28,67,1.633,1,25,1612.3,1.3,2096,9,27,163
12211,26,67,1.632,1,25,1625.1,1.5,2438,9,29,163
12212,26,68,1.633,0,26,1464.5,1.2,1757,9,25,163
12213,28,66,1.631,0,25,1438.9,1.7,2446,8,19,163
12214,29,66,1.632,1,25,1591.2,1.5,2387,8,19,163
12216,27,67,1.632,1,25,1619.3,1.3,2105,9,27,163
12220,27,67,1.632,0,25,1448.4,1.5,2173,9,28,163
12224,28,68,1.631,1,25,1618.7,1.3,2104,9,27,163
12225,29,68,1.632,1,26,1617.8,1.3,2103,9,27,163
12226,28,67,1.632,0,25,1439.3,1.7,2447,8,19,163
12227,26,67,1.631,0,25,1454.2,1.7,2472,9,30,163
12228,26,68,1.633,1,25,1636.4,1.2,1964,9,26,163
12230,26,67,1.632,0,25,1457.1,1.7,2477,9,30,163
12231,26,67,1.631,0,25,1457.2,1.5,2186,9,28,163
12233,27,68,1.633,0,25,1458.6,1.9,2771,9,31,163
12235,26,68,1.631,1,25,1629.4,1.3,2118,9,27,163
12236,28,66,1.631,1,25,1593.5,1.5,2390,8,19,163
12239,28,66,1.633,1,25,1599.5,1.5,2399,8,19,163
12242,26,67,1.633,1,25,1619.7,1.7,2753,9,31,163
12244,28,68,1.632,1,25,1622.1,1.7,2758,9,31,163
12245,28,68,1.631,0,26,1451.8,1.5,2178,9,28,163
12247,26,67,1.631,0,25,1451.5,1.5,2177,9,28,163
12248,29,67,1.633,0,25,1442.1,1.5,2163,9,28,163
12249,27,66,1.633,0,25,1439.2,1.5,2159,8,18,163
12251,27,68,1.631,0,26,1458.5,1.5,2188,9,28,163
12254,26,67,1.632,1,25,1626.0,1.7,2764,9,31,163
12255,27,67,1.631,0,25,1444.6,1.7,2456,9,30,163
12258,27,67,1.631,0,25,1448.1,1.7,2462,9,30,163
12260,28,66,1.633,0,25,1435.6,1.5,2153,8,18,163
12264,28,66,1.632,1,25,1600.8,1.5,2401,8,19,163
12266,27,67,1.632,1,25,1622.2,1.5,2433,9,29,163
12271,28,66,1.632,0,25,1436.9,1.7,2443,8,19,163
12272,29,67,1.633,0,25,1436.0,1.7,2441,8,19,163
12273,28,68,1.633,0,25,1450.5,1.5,2176,9,28,163
12274,28,67,1.631,1,25,1615.6,1.5,2423,9,29,163
12275,26,68,1.632,1,25,1632.2,1.3,2122,9,27,163
12276,27,67,1.633,1,25,1617.8,1.3,2103,9,27,163
12278,26,67,1.632,1,25,1622.7,1.5,2434,9,29,163
12281,28,68,1.633,0,25,1449.6,1.5,2174,9,28,163
12286,27,68,1.632,0,26,1458.0,1.9,2770,9,31,163
12287,26,68,1.631,1,26,1636.7,1.7,2782,9,31,163
12291,26,67,1.631,0,25,1454.7,1.7,2473,9,30,163
12296,27,66,1.633,0,25,1438.1,1.7,2445,8,19,163
12298,27,66,1.632,0,25,1441.2,1.5,2162,8,18,163
12299,28,67,1.631,0,25,1442.5,1.5,2164,9,28,163
12301,27,66,1.633,0,25,1438.3,1.7,2445,8,19,163
12304,27,68,1.631,0,25,1455.5,1.9,2766,9,31,163
12305,27,66,1.633,1,25,1605.7,1.5,2409,8,19,163
12309,26,68,1.632,0,25,1462.6,1.2,1755,9,25,163
12310,28,67,1.631,1,25,1607.0,1.3,2089,9,27,163
12311,27,68,1.632,0,25,1457.9,1.9,2770,9,31,163
12317,26,67,1.632,0,25,1455.9,1.7,2475,9,30,163
12319,28,68,1.631,0,26,1453.8,1.9,2762,9,31,163
12324,28,67,1.632,0,25,1442.6,1.5,2164,9,28,163
12330,27,68,1.631,0,25,1456.4,1.9,2767,9,31,163
12332,27,68,1.633,0,25,1453.8,1.9,2762,9,31,163
12333,27,68,1.632,1,26,1629.7,1.2,1956,9,26,163
12337,28,68,1.633,1,25,1618.0,1.5,2427,9,29,163
12339,26,67,1.632,1,25,1629.0,1.5,2443,9,29,163
12340,27,68,1.631,1,26,1631.2,1.2,1957,9,26,163
12343,29,68,1.633,0,25,1447.8,1.7,2461,9,30,163
12346,26,67,1.633,1,25,1628.2,1.2,1954,9,26,163
12348,27,68,1.632,0,25,1457.8,1.9,2770,9,31,163
12350,28,66,1.631,1,25,1594.2,1.5,2391,8,19,163
12355,28,68,1.631,0,26,1453.1,1.9,2761,9,31,163
12358,27,68,1.632,1,26,1629.1,1.3,2118,9,27,163
12359,28,67,1.631,0,25,1442.6,1.5,2164,9,28,163
12360,28,68,1.631,0,25,1451.8,1.5,2178,9,28,163
12363,27,67,1.631,1,25,1611.8,1.5,2418,9,29,163
12368,26,67,1.633,0,25,1455.8,1.7,2475,9,30,163
12371,28,66,1.633,0,25,1433.5,1.5,2150,8,18,163
12373,27,67,1.632,0,25,1448.4,1.9,2752,9,31,163
12374,27,66,1.631,1,25,1608.1,1.5,2412,8,19,163
12375,26,67,1.632,0,25,1451.3,1.9,2758,9,31,163
12377,27,68,1.631,0,26,1457.0,1.9,2768,9,31,163
12381,26,67,1.633,1,25,1621.1,1.3,2107,9,27,163
12384,26,68,1.633,0,25,1459.2,1.5,2189,9,28,163
12385,28,67,1.633,0,25,1443.3,1.7,2454,9,30,163
12395,28,68,1.631,0,26,1454.0,1.5,2181,9,28,163
12397,26,68,1.632,1,26,1638.6,1.7,2786,9,31,163
12398,26,67,1.631,1,25,1625.1,1.2,1950,9,26,163
12399,27,67,1.632,0,25,1449.8,1.5,2175,9,28,163
12401,28,68,1.633,0,26,1455.5,1.7,2474,9,30,163
12402,29,68,1.631,0,26,1447.9,1.9,2751,9,31,163
12403,28,67,1.632,1,25,1614.2,1.3,2098,9,27,163
12404,28,67,1.631,0,25,1448.6,1.7,2463,9,30,163
12405,26,67,1.633,1,25,1622.4,1.3,2109,9,27,163
12409,28,67,1.632,1,25,1604.7,1.3,2086,9,27,163
12412,26,68,1.632,1,26,1638.2,1.7,2785,9,31,163
12413,27,68,1.632,1,26,1630.7,1.3,2120,9,27,163
12415,26,67,1.632,1,25,1623.0,1.7,2759,9,31,163
12419,28,68,1.632,0,25,1452.6,1.9,2760,9,31,163
12424,26,67,1.632,0,25,1452.6,1.9,2760,9,31,163
12425,29,68,1.631,0,26,1449.4,1.7,2464,9,30,163
12428,27,68,1.631,0,25,1456.1,1.5,2184,9,28,163
12429,26,67,1.632,1,25,1627.9,1.7,2767,9,31,163
12430,26,68,1.632,0,25,1458.6,1.5,2188,9,28,163
12431,26,66,1.633,1,25,1607.9,1.5,2412,8,19,163
12432,28,68,1.632,1,25,1616.9,1.5,2425,9,29,163
12436,27,68,1.632,1,25,1625.1,1.5,2438,9,29,163
12446,28,66,1.632,1,25,1601.4,1.5,2402,8,19,163
12447,28,66,1.633,0,25,1436.9,1.7,2443,8,19,163
12448,28,66,1.632,0,25,1434.2,1.7,2438,8,19,163
12451,27,66,1.633,0,25,1440.8,1.7,2449,8,19,163
12456,26,68,1.633,0,25,1460.3,1.9,2775,9,31,163
12464,27,67,1.631,1,25,1615.5,1.3,2100,9,27,163
12465,26,68,1.633,1,25,1636.2,1.7,2782,9,31,163
12466,28,67,1.633,0,25,1445.0,1.7,2456,9,30,163
12468,28,67,1.631,1,25,1603.3,1.3,2084,9,27,163
12473,28,67,1.633,1,25,1609.4,1.5,2414,9,29,163
12477,27,67,1.633,0,25,1445.0,1.5,2168,8,18,163
12478,26,66,1.633,0,25,1447.1,1.5,2171,8,18,163
12481,27,67,1.633,1,25,1616.6,1.3,2102,9,27,163
12483,28,67,1.631,0,25,1448.4,1.5,2173,9,28,163
12486,27,68,1.632,1,26,1631.6,1.5,2447,9,29,163
12488,26,68,1.632,0,25,1458.6,1.2,1750,9,25,163
12493,28,67,1.633,0,25,1440.1,1.5,2160,8,18,163
12497,27,66,1.632,0,25,1441.0,1.7,2450,8,19,163
12498,28,67,1.632,1,25,1603.5,1.5,2405,8,19,163
12499,26,68,1.632,0,26,1463.2,1.5,2195,9,28,163
12500,28,68,1.633,0,25,1450.1,1.7,2465,9,30,163
12501,29,68,1.631,0,26,1448.5,1.7,2462,9,30,163
12503,28,67,1.631,0,25,1440.6,1.7,2449,9,29,163
12504,26,68,1.631,1,25,1631.1,1.3,2120,9,27,163
12508,28,67,1.633,0,25,1441.9,1.5,2163,9,28,163
12512,28,68,1.633,0,25,1452.0,1.5,2178,9,28,163
12513,27,67,1.632,0,25,1449.5,1.7,2464,9,30,163
12514,29,67,1.631,1,25,1602.4,1.5,2404,9,29,163
12515,29,67,1.633,0,25,1443.5,1.5,2165,9,28,163
12516,29,68,1.631,0,26,1449.8,1.9,2755,9,31,163
12519,28,68,1.632,1,25,1617.6,1.5,2426,9,29,163
12521,26,67,1.631,0,25,1450.5,1.9,2756,9,31,163
12523,28,67,1.633,1,25,1614.8,1.5,2422,9,29,163
12526,27,68,1.631,1,26,1631.9,1.2,1958,9,26,163
12529,26,68,1.633,1,25,1637.1,1.7,2783,9,31,163
12531,27,67,1.633,1,25,1613.1,1.5,2420,9,29,163
12533,27,67,1.632,1,25,1620.2,1.3,2106,9,27,163
12534,28,67,1.631,1,25,1610.0,1.5,2415,9,29,163
12539,28,68,1.631,0,26,1454.4,1.5,2182,9,28,163
12540,27,68,1.631,0,26,1458.0,1.9,2770,9,31,163
12541,28,66,1.631,1,25,1598.6,1.5,2398,8,19,163
12549,27,68,1.633,0,26,1459.6,1.5,2189,9,28,163
12550,26,67,1.633,0,25,1454.2,1.5,2181,9,28,163
12551,26,67,1.633,1,25,1618.8,1.7,2752,9,31,163
12553,29,67,1.632,1,25,1599.5,1.3,2079,9,27,163
12555,26,67,1.632,0,25,1456.1,1.9,2767,9,31,163
12557,26,67,1.631,1,25,1624.4,1.5,2437,9,29,163
12566,28,67,1.631,0,25,1446.2,1.5,2169,9,28,163
12567,28,67,1.631,1,25,1609.1,1.5,2414,9,29,163
12569,26,68,1.632,0,25,1459.6,1.2,1752,9,25,163
12572,26,68,1.633,1,26,1639.7,1.3,2132,9,27,163
12575,28,67,1.633,0,25,1448.5,1.9,2752,9,31,163
12578,27,67,1.631,0,25,1445.7,1.5,2169,9,28,163
12580,28,68,1.633,1,25,1618.3,1.5,2427,9,29,163
12583,26,68,1.632,0,26,1464.9,1.2,1758,9,25,163
12584,26,68,1.632,1,26,1638.2,1.2,1966,9,26,163
12588,28,67,1.633,1,25,1605.0,1.5,2408,9,29,163
12590,28,68,1.632,0,25,1451.0,1.7,2467,9,30,163
12594,26,67,1.631,0,25,1453.1,1.5,2180,9,28,163
12597,27,66,1.632,1,25,1608.5,1.5,2413,8,19,163
12598,27,67,1.631,0,25,1451.3,1.5,2177,9,28,163
12600,27,67,1.632,0,25,1451.6,1.7,2468,9,30,163
12601,26,67,1.631,0,25,1457.1,1.9,2768,9,31,163
12602,28,68,1.632,0,25,1449.1,1.9,2753,9,31,163
12608,28,66,1.631,0,25,1432.7,1.7,2436,8,19,163
12611,29,66,1.631,1,25,1594.6,1.5,2392,8,19,163
12612,26,66,1.633,1,25,1612.8,1.5,2419,8,19,163
12613,26,68,1.632,0,25,1460.1,1.9,2774,9,31,163
12614,28,67,1.631,1,25,1613.1,1.5,2420,9,29,163
12615,28,68,1.631,0,26,1454.8,1.5,2182,9,28,163
12616,29,66,1.633,0,25,1434.6,1.7,2439,8,19,163
12617,27,68,1.632,0,26,1459.3,1.5,2189,9,28,163
12621,27,68,1.633,0,25,1456.1,1.9,2767,9,31,163
12623,28,68,1.632,0,26,1453.2,1.7,2470,9,30,163
12627,27,66,1.631,0,25,1438.0,1.5,2157,8,18,163
12628,28,68,1.631,1,25,1618.6,1.5,2428,9,29,163
12629,27,68,1.632,1,25,1624.2,1.3,2111,9,27,163
12630,28,66,1.631,0,25,1434.1,1.5,2151,8,18,163
12631,28,68,1.632,0,26,1455.4,1.7,2474,9,30,163
12639,27,67,1.632,1,25,1620.9,1.5,2431,9,29,163
12640,28,66,1.632,0,25,1435.1,1.7,2440,8,19,163
12644,27,67,1.632,0,25,1446.9,1.5,2170,9,28,163
12645,26,67,1.633,1,25,1628.6,1.3,2117,9,27,163
12646,26,67,1.632,0,25,1454.4,1.7,2472,9,30,163
12655,27,66,1.632,1,25,1606.3,1.5,2409,8,19,163
12656,28,67,1.631,0,25,1447.9,1.7,2461,9,30,163
12657,28,68,1.633,1,25,1622.8,1.7,2759,9,31,163
12658,27,68,1.631,0,25,1453.4,1.5,2180,9,28,163
