,age,weight(kg),Height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,B2I_tags,Label,height(cm)
,24,63,1.631,0,24,1422,1.7,2417,8,19,163
,23,63,1.632,1,24,1586,1.5,2379,8,19,163
,22,63,1.631,0,24,1436,1.5,2155,8,18,163
,24,62,1.633,0,23,1417,1.7,2409,8,19,163
,23,61,1.631,0,23,1407,1.7,2392,8,19,163
,22,61,1.633,0,23,1413,1.7,2402,8,19,163
,22,63,1.633,0,24,1434,1.5,2151,8,18,163
,23,61,1.631,0,23,1409,1.3,1831,8,16,163
,25,62,1.631,0,23,1412,1.7,2400,8,19,163
,23,61,1.631,0,23,1413,1.3,1836,8,16,163
,25,62,1.632,1,23,1567,1.5,2350,8,19,163
,22,61,1.632,0,23,1416,1.7,2408,8,19,163
,24,62,1.632,0,23,1416,1.3,1841,8,16,163
,23,61,1.633,1,23,1568,1.3,2038,8,17,163
,24,62,1.632,1,23,1564,1.3,2033,8,17,163
,24,63,1.632,1,24,1578,1.5,2367,8,19,163
,23,61,1.631,0,23,1413,1.3,1837,8,16,163
,25,64,1.632,0,24,1425,1.7,2423,8,19,163
,22,61,1.633,1,23,1573,1.5,2360,8,19,163
,22,61,1.632,1,23,1573,1.5,2359,8,19,163
,22,61,1.631,0,23,1410,1.3,1833,8,16,163
,23,62,1.631,1,23,1575,1.3,2048,8,17,163
,22,62,1.633,1,23,1575,1.5,2362,8,19,163
,24,63,1.631,1,24,1587,1.5,2380,8,19,163
,23,62,1.633,0,23,1422,1.3,1848,8,16,163
,23,64,1.633,0,24,1435,1.5,2153,8,18,163
,23,62,1.631,1,23,1572,1.5,2358,8,19,163
,23,61,1.633,0,23,1406,1.7,2391,8,19,163
,23,62,1.632,1,23,1568,1.3,2038,8,17,163
,24,62,1.631,0,23,1416,1.3,1841,8,16,163
,24,61,1.633,0,23,1408,1.7,2393,8,19,163
,22,63,1.632,1,24,1596,1.5,2394,8,19,163
,22,61,1.631,1,23,1572,1.3,2044,8,17,163
,25,64,1.632,0,24,1425,1.7,2422,8,19,163
,22,61,1.631,0,23,1410,1.7,2396,8,19,163
,24,61,1.632,1,23,1556,1.3,2023,8,17,163
,23,63,1.632,1,24,1595,1.5,2392,8,19,163
,22,61,1.631,0,23,1413,1.3,1836,8,16,163
,23,63,1.631,0,24,1424,1.7,2421,8,19,163
,25,61,1.631,1,23,1545,1.9,2935,8,22,163
,23,62,1.633,0,23,1422,1.7,2418,8,19,163
,23,64,1.633,1,24,1597,1.5,2396,8,19,163
,23,62,1.632,1,23,1578,1.5,2368,8,19,163
,23,61,1.632,1,23,1564,1.3,2033,8,17,163
,23,61,1.631,1,23,1566,1.3,2035,8,17,163
,22,63,1.631,1,24,1595,1.5,2393,8,19,163
,24,62,1.631,0,23,1410,1.3,1833,8,16,163
,23,61,1.633,0,23,1407,1.7,2391,8,19,163
,25,61,1.632,1,23,1551,1.3,2016,8,17,163
,24,61,1.632,0,23,1407,1.7,2392,8,19,163
,23,64,1.631,0,24,1436,1.5,2155,8,18,163
,25,61,1.632,1,23,1546,1.7,2628,8,20,163
,22,62,1.633,0,23,1424,1.7,2420,8,19,163
,24,63,1.631,0,24,1423,1.7,2419,8,19,163
,24,61,1.632,1,23,1552,1.9,2949,8,22,163
,24,62,1.631,0,23,1416,1.7,2407,8,19,163
,23,63,1.631,1,24,1585,1.5,2377,8,19,163
,23,63,1.631,0,24,1427,1.7,2426,8,19,163
,24,63,1.631,0,24,1427,1.7,2426,8,19,163
,23,61,1.632,1,23,1554,1.7,2641,8,20,163
,23,62,1.631,1,23,1574,1.3,2047,8,17,163
,23,62,1.632,0,23,1423,1.3,1849,8,16,163
,23,62,1.632,1,23,1575,1.3,2047,8,17,163
,24,60,1.632,0,23,1400,1.3,1820,8,16,163
,23,61,1.631,0,23,1414,1.7,2403,8,19,163
,28,68,1.631,1,26,1621,1.5,2431,9,29,163
,27,67,1.632,1,25,1618,1.5,2427,9,29,163
,27,67,1.632,1,25,1621,1.3,2107,9,27,163
,26,67,1.631,1,25,1624,1.3,2111,9,27,163
,27,67,1.631,1,25,1621,1.7,2756,9,31,163
,26,68,1.632,1,26,1638,1.3,2129,9,27,163
,27,67,1.631,0,25,1452,1.7,2468,9,30,163
,27,67,1.631,1,25,1620,1.3,2106,9,27,163
,28,68,1.632,1,26,1626,1.2,1951,9,26,163
,26,67,1.632,1,25,1624,1.7,2761,9,31,163
,26,67,1.633,1,25,1623,1.5,2435,9,29,163
,29,67,1.632,1,25,1609,1.5,2413,9,29,163
,27,68,1.631,1,26,1630,1.7,2771,9,31,163
,29,66,1.631,1,25,1590,1.5,2385,8,19,163
,26,67,1.631,0,25,1456,1.5,2184,9,28,163
,28,68,1.631,1,25,1621,1.5,2431,9,29,163
,27,67,1.631,0,25,1446,1.7,2458,9,30,163
,29,67,1.631,1,25,1606,1.5,2409,9,29,163
,29,68,1.632,0,25,1448,1.5,2172,9,28,163
,26,67,1.632,0,25,1450,1.9,2755,9,31,163
,28,68,1.632,0,25,1452,1.5,2179,9,28,163
,27,68,1.632,0,26,1458,1.7,2478,9,30,163
,29,68,1.633,1,25,1612,1.5,2418,9,29,163
,27,67,1.631,1,25,1612,1.3,2096,9,27,163
,27,67,1.631,0,25,1445,1.5,2168,9,28,163
,27,66,1.631,0,25,1437,1.5,2156,8,18,163
,28,68,1.633,1,25,1623,1.7,2759,9,31,163
,26,68,1.631,0,25,1460,1.7,2482,9,30,163
,27,66,1.633,0,25,1440,1.5,2160,8,18,163
,26,67,1.632,0,25,1451,1.9,2757,9,31,163
,28,67,1.633,0,25,1447,1.5,2171,9,28,163
,29,68,1.633,1,26,1619,1.5,2428,9,29,163
,28,67,1.633,1,25,1615,1.3,2099,9,27,163
,27,68,1.633,0,25,1456,1.9,2766,9,31,163
,28,68,1.633,0,25,1450,1.7,2465,9,30,163
,28,68,1.631,1,26,1624,1.3,2111,9,27,163
,27,67,1.633,0,25,1453,1.5,2179,9,28,163
,27,68,1.631,1,26,1632,1.3,2121,9,27,163
,29,68,1.632,0,26,1449,1.5,2174,9,28,163
,28,66,1.633,0,25,1434,1.7,2438,8,19,163
,28,68,1.632,1,25,1618,1.5,2427,9,29,163
,28,66,1.631,0,25,1436,1.5,2154,8,18,163
,27,67,1.631,0,25,1448,1.5,2172,9,28,163
,26,68,1.633,0,26,1464,1.5,2196,9,28,163
,27,68,1.633,1,25,1627,1.7,2766,9,31,163
,26,68,1.633,1,26,1640,1.2,1968,9,26,163
,27,67,1.631,0,25,1450,1.9,2756,9,31,163
,27,68,1.633,0,25,1455,1.5,2183,9,28,163
,28,68,1.633,0,25,1449,1.7,2464,9,30,163
,26,67,1.631,0,25,1457,1.9,2768,9,31,163
,27,67,1.631,0,25,1450,1.5,2176,9,28,163
,26,68,1.632,0,25,1462,1.5,2192,9,28,163
,27,67,1.632,0,25,1451,1.5,2177,9,28,163
,27,68,1.631,1,25,1627,1.5,2440,9,29,163
,26,68,1.631,0,26,1462,1.2,1754,9,25,163
,29,68,1.632,1,26,1618,1.7,2751,9,31,163
,28,68,1.633,1,26,1625,1.2,1951,9,26,163
,27,68,1.633,0,26,1459,1.7,2480,9,30,163
,26,66,1.631,0,25,1448,1.5,2171,8,18,163
,28,68,1.632,1,25,1618,1.5,2427,9,29,163
,26,67,1.632,1,25,1627,1.2,1952,9,26,163
,27,67,1.633,0,25,1450,1.9,2756,9,31,163
,27,68,1.633,1,25,1624,1.7,2761,9,31,163
,28,67,1.632,0,25,1446,1.5,2168,9,28,163
,26,68,1.632,0,25,1459,1.9,2771,9,31,163
,26,67,1.631,1,25,1620,1.3,2106,9,27,163
,27,68,1.631,0,26,1460,1.9,2773,9,31,163
,28,68,1.633,1,26,1624,1.7,2760,9,31,163
,26,67,1.631,1,25,1621,1.3,2107,9,27,163
,27,68,1.632,0,25,1456,1.5,2184,9,28,163
,27,67,1.632,1,25,1614,1.5,2421,9,29,163
,28,67,1.631,0,25,1443,1.5,2164,9,28,163
,28,66,1.632,0,25,1437,1.7,2443,8,19,163
,28,67,1.632,0,25,1448,1.5,2172,9,28,163
,28,68,1.631,0,25,1452,1.7,2468,9,30,163
,29,68,1.632,1,25,1612,1.5,2418,9,29,163
,28,68,1.632,0,25,1449,1.9,2753,9,31,163
,26,68,1.631,1,25,1630,1.7,2770,9,31,163
,28,67,1.632,1,25,1605,1.5,2408,9,29,163
,28,66,1.631,0,25,1434,1.5,2151,8,18,163
,29,66,1.632,0,25,1433,1.7,2437,8,19,163
,28,67,1.633,1,25,1612,1.5,2418,9,29,163
,28,68,1.633,1,25,1622,1.3,2108,9,27,163
,29,67,1.632,1,25,1599,1.5,2399,9,29,163
,26,66,1.633,0,25,1448,1.9,2752,8,21,163
,28,68,1.632,0,25,1452,1.9,2759,9,31,163
,27,68,1.632,1,26,1630,1.5,2445,9,29,163
,28,66,1.633,0,25,1437,1.5,2155,8,18,163
,28,66,1.631,1,25,1600,1.5,2400,8,19,163
,26,67,1.631,1,25,1627,1.3,2115,9,27,163
,27,67,1.631,1,25,1621,1.3,2107,9,27,163
,27,67,1.632,1,25,1620,1.3,2107,9,27,163
,28,66,1.631,1,25,1594,1.5,2392,8,19,163
,28,68,1.632,1,26,1622,1.5,2434,9,29,163
,28,67,1.631,1,25,1609,1.5,2413,9,29,163
,28,67,1.633,1,25,1612,1.3,2096,9,27,163
,26,67,1.632,1,25,1625,1.5,2438,9,29,163
,26,68,1.633,0,26,1465,1.2,1757,9,25,163
,28,67,1.631,0,25,1439,1.7,2446,8,19,163
,29,66,1.632,1,25,1591,1.5,2387,8,19,163
,27,67,1.632,1,25,1619,1.3,2105,9,27,163
,27,67,1.632,0,25,1448,1.5,2173,9,28,163
,28,68,1.631,1,25,1619,1.3,2104,9,27,163
,29,68,1.632,1,26,1618,1.3,2103,9,27,163
,28,67,1.632,0,25,1439,1.7,2447,8,19,163
,26,67,1.631,0,25,1454,1.7,2472,9,30,163
,26,68,1.633,1,25,1636,1.2,1964,9,26,163
,26,67,1.632,0,25,1457,1.7,2477,9,30,163
,26,67,1.631,0,25,1457,1.5,2186,9,28,163
,27,68,1.633,0,26,1459,1.9,2771,9,31,163
,26,68,1.631,1,25,1629,1.3,2118,9,27,163
,28,66,1.631,1,25,1593,1.5,2390,8,19,163
,28,66,1.633,1,25,1599,1.5,2399,8,19,163
,26,67,1.633,1,25,1620,1.7,2753,9,31,163
,28,68,1.632,1,25,1622,1.7,2758,9,31,163
,28,68,1.631,0,26,1452,1.5,2178,9,28,163
,26,67,1.631,0,25,1452,1.5,2177,9,28,163
,29,67,1.633,0,25,1442,1.5,2163,9,28,163
,27,66,1.633,0,25,1439,1.5,2159,8,18,163
,27,68,1.631,0,26,1459,1.5,2188,9,28,163
,26,67,1.632,1,25,1626,1.7,2764,9,31,163
,27,67,1.631,0,25,1445,1.7,2456,9,30,163
,27,67,1.631,0,25,1448,1.7,2462,9,30,163
,28,66,1.633,0,25,1436,1.5,2153,8,18,163
,28,66,1.632,1,25,1601,1.5,2401,8,19,163
,27,67,1.632,1,25,1622,1.5,2433,9,29,163
,28,66,1.632,0,25,1437,1.7,2443,8,19,163
,29,67,1.633,0,25,1436,1.7,2441,8,19,163
,28,68,1.633,0,25,1451,1.5,2176,9,28,163
,28,68,1.631,1,25,1616,1.5,2423,9,29,163
,26,68,1.632,1,25,1632,1.3,2122,9,27,163
,27,67,1.633,1,25,1618,1.3,2103,9,27,163
,26,67,1.632,1,25,1623,1.5,2434,9,29,163
,28,68,1.633,0,25,1450,1.5,2174,9,28,163
,27,68,1.632,0,26,1458,1.9,2770,9,31,163
,26,68,1.631,1,26,1637,1.7,2782,9,31,163
,26,67,1.631,0,25,1455,1.7,2473,9,30,163
,27,66,1.633,0,25,1438,1.7,2445,8,19,163
,27,66,1.632,0,25,1441,1.5,2162,8,18,163
,28,67,1.631,0,25,1442,1.5,2164,9,28,163
,27,66,1.633,0,25,1438,1.7,2445,8,19,163
,27,68,1.631,0,25,1456,1.9,2766,9,31,163
,27,66,1.633,1,25,1606,1.5,2409,8,19,163
,26,68,1.632,0,26,1463,1.2,1755,9,25,163
,28,67,1.631,1,25,1607,1.3,2089,9,27,163
,27,68,1.632,0,26,1458,1.9,2770,9,31,163
,26,67,1.632,0,25,1456,1.7,2475,9,30,163
,28,68,1.631,0,26,1454,1.9,2762,9,31,163
,28,67,1.632,0,25,1443,1.5,2164,9,28,163
,27,68,1.631,0,25,1456,1.9,2767,9,31,163
,27,68,1.633,0,25,1454,1.9,2762,9,31,163
,27,68,1.632,1,26,1630,1.2,1956,9,26,163
,28,68,1.633,1,25,1618,1.5,2427,9,29,163
,26,67,1.632,1,25,1629,1.5,2443,9,29,163
,27,68,1.631,1,26,1631,1.2,1957,9,26,163
,29,68,1.633,0,25,1448,1.7,2461,9,30,163
,26,67,1.633,1,25,1628,1.2,1954,9,26,163
,27,68,1.632,0,25,1458,1.9,2770,9,31,163
,28,66,1.631,1,25,1594,1.5,2391,8,19,163
,28,68,1.631,0,26,1453,1.9,2761,9,31,163
,27,68,1.632,1,26,1629,1.3,2118,9,27,163
,28,67,1.631,0,25,1443,1.5,2164,9,28,163
,28,68,1.631,0,25,1452,1.5,2178,9,28,163
,27,67,1.631,1,25,1612,1.5,2418,9,29,163
,26,67,1.633,0,25,1456,1.7,2475,9,30,163
,28,66,1.633,0,25,1433,1.5,2150,8,18,163
,27,67,1.632,0,25,1448,1.9,2752,9,31,163
,27,66,1.631,1,25,1608,1.5,2412,8,19,163
,26,67,1.632,0,25,1451,1.9,2758,9,31,163
,27,68,1.631,0,26,1457,1.9,2768,9,31,163
,26,67,1.633,1,25,1621,1.3,2107,9,27,163
,26,68,1.633,0,25,1459,1.5,2189,9,28,163
,28,67,1.633,0,25,1443,1.7,2454,9,30,163
,28,68,1.631,0,26,1454,1.5,2181,9,28,163
,26,68,1.632,1,26,1639,1.7,2786,9,31,163
,26,67,1.631,1,25,1625,1.2,1950,9,26,163
,27,67,1.632,0,25,1450,1.5,2175,9,28,163
,28,68,1.633,0,26,1456,1.7,2474,9,30,163
,29,68,1.631,0,26,1448,1.9,2751,9,31,163
,28,67,1.632,1,25,1614,1.3,2098,9,27,163
,28,68,1.631,0,25,1449,1.7,2463,9,30,163
,26,67,1.633,1,25,1622,1.3,2109,9,27,163
,28,67,1.632,1,25,1605,1.3,2086,9,27,163
,26,68,1.632,1,26,1638,1.7,2785,9,31,163
,27,68,1.632,1,26,1631,1.3,2120,9,27,163
,26,67,1.632,1,25,1623,1.7,2759,9,31,163
,28,68,1.632,0,25,1453,1.9,2760,9,31,163
,26,67,1.632,0,25,1453,1.9,2760,9,31,163
,29,68,1.631,0,26,1449,1.7,2464,9,30,163
,27,68,1.631,0,25,1456,1.5,2184,9,28,163
,26,67,1.632,1,25,1628,1.7,2767,9,31,163
,26,68,1.632,0,25,1459,1.5,2188,9,28,163
,26,66,1.633,1,25,1608,1.5,2412,8,19,163
,28,68,1.632,1,25,1617,1.5,2425,9,29,163
,27,68,1.632,1,25,1625,1.5,2438,9,29,163
,28,66,1.632,1,25,1601,1.5,2402,8,19,163
,28,66,1.633,0,25,1437,1.7,2443,8,19,163
,28,66,1.632,0,25,1434,1.7,2438,8,19,163
,27,66,1.633,0,25,1441,1.7,2449,8,19,163
,26,68,1.633,0,25,1460,1.9,2775,9,31,163
,27,67,1.631,1,25,1615,1.3,2100,9,27,163
,26,68,1.633,1,25,1636,1.7,2782,9,31,163
,28,67,1.633,0,25,1445,1.7,2456,9,30,163
,28,67,1.631,1,25,1603,1.3,2084,9,27,163
,28,67,1.633,1,25,1609,1.5,2414,9,29,163
,27,67,1.633,0,25,1445,1.5,2168,8,18,163
,26,66,1.633,0,25,1447,1.5,2171,8,18,163
,27,67,1.633,1,25,1617,1.3,2102,9,27,163
,28,68,1.631,0,25,1448,1.5,2173,9,28,163
,27,68,1.632,1,26,1632,1.5,2447,9,29,163
,26,68,1.632,0,25,1459,1.2,1750,9,25,163
,28,67,1.633,0,25,1440,1.5,2160,8,18,163
,27,66,1.632,0,25,1441,1.7,2450,8,19,163
,28,67,1.632,1,25,1603,1.5,2405,8,19,163
,26,68,1.632,0,26,1463,1.5,2195,9,28,163
,28,68,1.633,0,25,1450,1.7,2465,9,30,163
,29,68,1.631,0,26,1449,1.7,2462,9,30,163
,28,67,1.631,0,25,1441,1.7,2449,9,29,163
,26,68,1.631,1,25,1631,1.3,2120,9,27,163
,28,67,1.633,0,25,1442,1.5,2163,9,28,163
,28,68,1.633,0,25,1452,1.5,2178,9,28,163
,27,67,1.632,0,25,1450,1.7,2464,9,30,163
,29,67,1.631,1,25,1602,1.5,2404,9,29,163
,29,67,1.633,0,25,1443,1.5,2165,9,28,163
,29,68,1.631,0,26,1450,1.9,2755,9,31,163
,28,68,1.632,1,25,1618,1.5,2426,9,29,163
,26,67,1.631,0,25,1450,1.9,2756,9,31,163
,28,67,1.633,1,25,1615,1.5,2422,9,29,163
,27,68,1.631,1,26,1632,1.2,1958,9,26,163
,26,68,1.633,1,25,1637,1.7,2783,9,31,163
,27,67,1.633,1,25,1613,1.5,2420,9,29,163
,27,67,1.632,1,25,1620,1.3,2106,9,27,163
,28,67,1.631,1,25,1610,1.5,2415,9,29,163
,28,68,1.631,0,26,1454,1.5,2182,9,28,163
,27,68,1.631,0,26,1458,1.9,2770,9,31,163
,28,66,1.631,1,25,1599,1.5,2398,8,19,163
,27,68,1.633,0,26,1460,1.5,2189,9,28,163
,26,67,1.633,0,25,1454,1.5,2181,9,28,163
,26,67,1.633,1,25,1619,1.7,2752,9,31,163
,29,67,1.632,1,25,1599,1.3,2079,9,27,163
,26,67,1.632,0,25,1456,1.9,2767,9,31,163
,26,67,1.631,1,25,1624,1.5,2437,9,29,163
,28,67,1.631,0,25,1446,1.5,2169,9,28,163
,28,67,1.631,1,25,1609,1.5,2414,9,29,163
,26,68,1.632,0,25,1460,1.2,1752,9,25,163
,26,68,1.633,1,26,1640,1.3,2132,9,27,163
,28,68,1.633,0,25,1449,1.9,2752,9,31,163
,27,67,1.631,0,25,1446,1.5,2169,9,28,163
,28,68,1.633,1,25,1618,1.5,2427,9,29,163
,26,68,1.632,0,26,1465,1.2,1758,9,25,163
,26,68,1.632,1,26,1638,1.2,1966,9,26,163
,28,67,1.633,1,25,1605,1.5,2408,9,29,163
,28,68,1.632,0,25,1451,1.7,2467,9,30,163
,26,67,1.631,0,25,1453,1.5,2180,9,28,163
,27,66,1.632,1,25,1608,1.5,2413,8,19,163
,27,67,1.631,0,25,1451,1.5,2177,9,28,163
,27,67,1.632,0,25,1452,1.7,2468,9,30,163
,26,67,1.631,0,25,1457,1.9,2768,9,31,163
,28,68,1.632,0,25,1449,1.9,2753,9,31,163
,28,66,1.631,0,25,1433,1.7,2436,8,19,163
,29,66,1.631,1,25,1595,1.5,2392,8,19,163
,26,66,1.633,1,25,1613,1.5,2419,8,19,163
,26,68,1.632,0,25,1460,1.9,2774,9,31,163
,28,67,1.631,1,25,1613,1.5,2420,9,29,163
,28,68,1.631,0,26,1455,1.5,2182,9,28,163
,29,67,1.633,0,25,1435,1.7,2439,8,19,163
,27,68,1.632,0,26,1459,1.5,2189,9,28,163
,27,68,1.633,0,25,1456,1.9,2767,9,31,163
,28,68,1.632,0,26,1453,1.7,2470,9,30,163
,27,66,1.631,0,25,1438,1.5,2157,8,18,163
,28,68,1.631,1,25,1619,1.5,2428,9,29,163
,27,68,1.632,1,25,1624,1.3,2111,9,27,163
,28,66,1.631,0,25,1434,1.5,2151,8,18,163
,28,68,1.632,0,26,1455,1.7,2474,9,30,163
,27,67,1.632,1,25,1621,1.5,2431,9,29,163
,28,66,1.632,0,25,1435,1.7,2440,8,19,163
,27,67,1.632,0,25,1447,1.5,2170,9,28,163
,26,67,1.633,1,25,1629,1.3,2117,9,27,163
,26,67,1.632,0,25,1454,1.7,2472,9,30,163
,27,66,1.632,1,25,1606,1.5,2409,8,19,163
,28,67,1.631,0,25,1448,1.7,2461,9,30,163
,28,68,1.633,1,25,1623,1.7,2759,9,31,163
,27,68,1.631,0,25,1453,1.5,2180,9,28,163
,28,67,1.633,1,25,1603,1.5,2404,8,19,163
,28,68,1.631,0,25,1450,1.5,2175,9,28,163
,26,68,1.633,1,26,1638,1.3,2129,9,27,163
,28,68,1.631,1,25,1617,1.5,2425,9,29,163
,27,67,1.632,0,25,1452,1.5,2178,9,28,163
,26,67,1.632,1,25,1629,1.3,2117,9,27,163
,27,67,1.631,0,25,1448,1.5,2173,9,28,163
,28,67,1.632,0,25,1444,1.5,2166,9,28,163
,27,68,1.631,1,25,1627,1.2,1953,9,26,163
,28,66,1.633,0,25,1436,1.5,2154,8,18,163
,29,67,1.633,0,25,1441,1.5,2162,9,28,163
,27,67,1.633,1,25,1621,1.3,2107,9,27,163
,28,68,1.632,0,25,1451,1.7,2467,9,30,163
,27,67,1.633,1,25,1621,1.5,2431,9,29,163
,26,68,1.631,1,25,1633,1.5,2450,9,29,163
,27,67,1.633,1,25,1616,1.5,2424,9,29,163
,27,68,1.633,0,25,1457,1.9,2767,9,31,163
,29,67,1.632,1,25,1605,1.5,2407,9,29,163
,27,67,1.632,1,25,1615,1.5,2423,9,29,163
,28,68,1.632,1,26,1622,1.7,2757,9,31,163
,27,68,1.632,0,25,1456,1.5,2184,9,28,163
,29,68,1.633,0,26,1450,1.5,2175,9,28,163
,26,68,1.632,1,25,1634,1.5,2452,9,30,163
,27,68,1.632,1,26,1632,1.7,2775,9,31,163
,28,68,1.631,1,26,1624,1.5,2435,9,29,163
,28,68,1.632,1,25,1620,1.5,2431,9,29,163
,28,68,1.632,1,26,1623,1.7,2760,9,31,163
,28,68,1.632,1,26,1621,1.3,2108,9,27,163
,27,67,1.631,0,25,1452,1.9,2758,9,31,163
,27,67,1.632,1,25,1614,1.5,2421,9,29,163
,26,67,1.631,0,25,1450,1.7,2465,9,30,163
,26,67,1.631,0,25,1452,1.7,2468,9,30,163
,27,66,1.633,0,25,1440,1.5,2160,8,18,163
,27,66,1.633,0,25,1440,1.5,2160,8,18,163
,27,68,1.632,1,25,1628,1.7,2767,9,31,163
,27,68,1.633,0,26,1459,1.5,2188,9,28,163
,28,68,1.632,0,26,1454,1.5,2180,9,28,163
,27,67,1.633,1,25,1612,1.5,2417,8,19,163
,27,66,1.632,0,25,1438,1.5,2157,8,18,163
,28,68,1.633,0,25,1453,1.7,2470,9,30,163
,28,67,1.632,0,25,1444,1.5,2166,9,28,163
,27,66,1.631,0,25,1440,1.7,2448,8,19,163
,28,67,1.631,1,25,1611,1.3,2094,9,27,163
,28,68,1.631,1,26,1621,1.7,2756,9,31,163
,27,67,1.631,0,25,1448,1.5,2172,9,28,163
,26,68,1.631,0,25,1460,1.5,2191,9,28,163
,27,67,1.631,1,25,1616,1.3,2101,9,27,163
,27,68,1.631,0,25,1453,1.5,2179,9,28,163
,27,67,1.631,0,25,1450,1.9,2756,9,31,163
,26,68,1.632,0,26,1464,1.2,1757,9,25,163
,27,67,1.633,1,25,1621,1.3,2107,9,27,163
,27,66,1.633,0,25,1443,1.5,2164,8,18,163
,29,67,1.631,1,25,1608,1.3,2090,9,27,163
,27,68,1.633,1,26,1632,1.2,1959,9,26,163
,27,66,1.633,0,25,1443,1.5,2165,8,18,163
,28,67,1.631,1,25,1603,1.5,2405,9,29,163
,27,66,1.632,0,25,1441,1.5,2161,8,18,163
,29,68,1.631,0,26,1449,1.7,2464,9,30,163
,28,68,1.633,0,25,1449,1.7,2463,9,30,163
,28,67,1.633,1,25,1603,1.5,2405,8,19,163
,29,67,1.633,1,25,1607,1.3,2089,9,27,163
,27,68,1.633,1,25,1629,1.2,1955,9,26,163
,27,68,1.633,1,25,1625,1.3,2112,9,27,163
,26,67,1.632,0,25,1451,1.5,2177,9,28,163
,26,66,1.631,0,25,1446,1.5,2169,8,18,163
,28,68,1.633,1,25,1622,1.7,2758,9,31,163
,27,68,1.631,0,25,1456,1.9,2766,9,31,163
,29,67,1.632,0,25,1437,1.5,2155,9,28,163
,28,66,1.631,0,25,1437,1.7,2444,8,19,163
,28,67,1.632,1,25,1608,1.3,2091,9,27,163
,27,66,1.632,0,25,1439,1.7,2446,8,19,163
,27,68,1.633,1,25,1625,1.3,2112,9,27,163
,27,67,1.632,0,25,1447,1.5,2171,9,28,163
,26,68,1.631,1,25,1632,1.5,2448,9,29,163
,26,68,1.633,0,25,1458,1.9,2771,9,31,163
,28,68,1.633,1,25,1621,1.7,2755,9,31,163
,28,68,1.632,1,26,1623,1.3,2110,9,27,163
,27,67,1.631,1,25,1615,1.3,2100,9,27,163
,28,68,1.632,0,25,1449,1.7,2463,9,30,163
,29,67,1.631,0,25,1438,1.7,2444,9,29,163
,27,67,1.632,1,25,1614,1.5,2421,9,29,163
,28,68,1.633,1,25,1623,1.7,2759,9,31,163
,28,66,1.632,0,25,1435,1.7,2440,8,19,163
,27,67,1.632,1,25,1615,1.3,2099,9,27,163
,28,68,1.632,0,26,1454,1.7,2472,9,30,163
,27,67,1.631,0,25,1446,1.5,2168,9,28,163
,27,67,1.631,1,25,1620,1.7,2755,9,31,163
,27,66,1.631,1,25,1607,1.5,2410,8,19,163
,28,67,1.631,1,25,1609,1.5,2414,9,29,163
,27,66,1.631,1,25,1605,1.5,2407,8,19,163
,28,68,1.631,0,25,1451,1.9,2757,9,31,163
,27,67,1.633,1,25,1622,1.3,2109,9,27,163
,27,68,1.633,1,25,1629,1.2,1955,9,26,163
,29,67,1.632,0,25,1437,1.5,2156,9,28,163
,26,67,1.632,0,25,1456,1.7,2475,9,30,163
,29,68,1.631,1,26,1618,1.7,2751,9,31,163
,27,68,1.631,1,25,1627,1.5,2440,9,29,163
,29,67,1.631,0,25,1443,1.5,2164,9,28,163
,27,68,1.633,0,26,1460,1.9,2773,9,31,163
,29,68,1.633,0,26,1451,1.5,2176,9,28,163
,29,67,1.631,1,25,1598,1.3,2078,9,27,163
,29,67,1.631,1,25,1597,1.5,2395,9,29,163
,29,66,1.631,1,25,1591,1.5,2387,8,19,163
,27,67,1.632,0,25,1453,1.7,2470,9,30,163
,26,68,1.631,1,25,1633,1.2,1960,9,26,163
,28,67,1.631,1,25,1606,1.3,2088,9,27,163
,27,66,1.633,1,25,1607,1.5,2411,8,19,163
,28,68,1.633,0,26,1455,1.5,2183,9,28,163
,27,67,1.631,1,25,1620,1.5,2430,9,29,163
,28,68,1.631,1,25,1618,1.3,2103,9,27,163
,27,66,1.632,0,25,1441,1.5,2162,8,18,163
,26,67,1.631,0,25,1456,1.9,2767,9,31,163
,29,68,1.631,1,26,1614,1.3,2099,9,27,163
,26,68,1.632,1,26,1635,1.5,2453,9,30,163
,27,67,1.632,1,25,1617,1.5,2425,9,29,163
,27,67,1.632,1,25,1620,1.3,2106,9,27,163
,27,67,1.632,0,25,1452,1.9,2759,9,31,163
,27,67,1.633,0,25,1451,1.9,2756,9,31,163
,28,67,1.632,1,25,1604,1.5,2406,8,19,163
,29,67,1.631,1,25,1596,1.5,2395,9,29,163
,28,66,1.632,0,25,1436,1.7,2441,8,19,163
,28,68,1.632,0,25,1450,1.7,2464,9,30,163
,28,67,1.633,1,25,1611,1.5,2417,9,29,163
,26,67,1.633,1,25,1620,1.5,2431,9,29,163
,29,67,1.632,1,25,1608,1.3,2091,9,27,163
,28,67,1.632,1,25,1612,1.3,2096,9,27,163
,27,67,1.633,0,25,1453,1.5,2179,9,28,163
,27,68,1.631,0,26,1460,1.2,1752,9,25,163
,27,67,1.632,1,25,1618,1.7,2751,9,31,163
,28,67,1.631,1,25,1609,1.5,2414,9,29,163
,28,68,1.632,0,25,1451,1.7,2467,9,30,163
,28,66,1.631,0,25,1435,1.7,2440,8,19,163
